func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00833643	239.911
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.02636	256.07
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.061979	258.152
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.121155	257.933
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.209266	258.045
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.336567	254.778
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.481564	265.801
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.694179	262.54
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.96416	259.293
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0320091	62.4823
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.107528	62.7744
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.260313	61.4644
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.510572	61.2059
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.888401	60.7833
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.39396	61.5153
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	2.10708	60.7476
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	3.0096	60.5563
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	4.14994	60.2418
