func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matcopy(Dense,Dense,Dense)	Dense	float	1000	1000	0.000507848	0	15.7527
matcopy(Dense,Dense,Dense)	Dense	float	2000	2000	0.00195004	0	16.4099
matcopy(Dense,Dense,Dense)	Dense	float	3000	3000	0.00430831	0	16.7119
matcopy(Dense,Dense,Dense)	Dense	float	4000	4000	0.0076219	0	16.7937
matcopy(Dense,Dense,Dense)	Dense	float	5000	5000	0.0118119	0	16.9321
matcopy(Dense,Dense,Dense)	Dense	float	6000	6000	0.0169972	0	16.944
matcopy(Dense,Dense,Dense)	Dense	float	7000	7000	0.0241012	0	16.2648
matcopy(Dense,Dense,Dense)	Dense	float	8000	8000	0.0326801	0	15.667
matcopy(Dense,Dense,Dense)	Dense	float	9000	9000	0.0420945	0	15.3939
matcopy(Dense,Dense,Dense)	Dense	float	10000	10000	0.0521382	0	15.3438
matcopy(Dense,Dense,Dense)	Dense	double	1000	1000	0.00101942	0	15.6952
matcopy(Dense,Dense,Dense)	Dense	double	2000	2000	0.00381177	0	16.7901
matcopy(Dense,Dense,Dense)	Dense	double	3000	3000	0.00854384	0	16.8543
matcopy(Dense,Dense,Dense)	Dense	double	4000	4000	0.0151338	0	16.9157
matcopy(Dense,Dense,Dense)	Dense	double	5000	5000	0.024717	0	16.1832
matcopy(Dense,Dense,Dense)	Dense	double	6000	6000	0.0371512	0	15.5042
matcopy(Dense,Dense,Dense)	Dense	double	7000	7000	0.0510803	0	15.3484
matcopy(Dense,Dense,Dense)	Dense	double	8000	8000	0.0669869	0	15.2866
matcopy(Dense,Dense,Dense)	Dense	double	9000	9000	0.0848367	0	15.2764
matcopy(Dense,Dense,Dense)	Dense	double	10000	10000	0.104875	0	15.2563
