func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.00369663	43.8237
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.0207297	17.5834
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.0679645	9.53439
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.121873	8.30782
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.177965	8.19264
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0122649	13.2084
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0435496	8.36977
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.088698	7.30569
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.129743	7.8039
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.193239	7.54507
