func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matsub(CRS,CRS,CRS)	CRS	float	10000	10000	0.000869567	0.931498	11.178
matsub(CRS,CRS,CRS)	CRS	float	20000	20000	0.00175214	0.924584	11.095
matsub(CRS,CRS,CRS)	CRS	float	30000	30000	0.00261307	0.929941	11.1593
matsub(CRS,CRS,CRS)	CRS	float	40000	40000	0.00348336	0.930137	11.1616
matsub(CRS,CRS,CRS)	CRS	float	50000	50000	0.00434623	0.931842	11.1821
matsub(CRS,CRS,CRS)	CRS	float	60000	60000	0.00522154	0.930761	11.1691
matsub(CRS,CRS,CRS)	CRS	float	70000	70000	0.00622894	0.910267	10.9232
matsub(CRS,CRS,CRS)	CRS	float	80000	80000	0.00715949	0.905092	10.8611
matsub(CRS,CRS,CRS)	CRS	float	90000	90000	0.00803561	0.907211	10.8865
matsub(CRS,CRS,CRS)	CRS	float	100000	100000	0.00895326	0.904698	10.8564
matsub(CRS,CRS,CRS)	CRS	double	10000	10000	0.00174561	0.464021	11.1365
matsub(CRS,CRS,CRS)	CRS	double	20000	20000	0.00346718	0.467239	11.2137
matsub(CRS,CRS,CRS)	CRS	double	30000	30000	0.00523388	0.464282	11.1428
matsub(CRS,CRS,CRS)	CRS	double	40000	40000	0.00692702	0.467734	11.2256
matsub(CRS,CRS,CRS)	CRS	double	50000	50000	0.00887192	0.456496	10.9559
matsub(CRS,CRS,CRS)	CRS	double	60000	60000	0.0107444	0.452327	10.8558
matsub(CRS,CRS,CRS)	CRS	double	70000	70000	0.0125222	0.452797	10.8671
matsub(CRS,CRS,CRS)	CRS	double	80000	80000	0.0143001	0.453145	10.8755
matsub(CRS,CRS,CRS)	CRS	double	90000	90000	0.0160853	0.453208	10.877
matsub(CRS,CRS,CRS)	CRS	double	100000	100000	0.017882	0.45297	10.8713
