func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_mul(Dense,Dense,Dense)	Dense	float	1000	1000	0.000190736	5.24284	62.9141
mm_mul(Dense,Dense,Dense)	Dense	float	2000	2000	0.000574659	6.96065	83.5278
mm_mul(Dense,Dense,Dense)	Dense	float	3000	3000	0.00130186	6.91318	82.9582
mm_mul(Dense,Dense,Dense)	Dense	float	4000	4000	0.00199639	8.01447	96.1736
mm_mul(Dense,Dense,Dense)	Dense	float	5000	5000	0.00321075	7.78635	93.4362
mm_mul(Dense,Dense,Dense)	Dense	float	6000	6000	0.00456546	7.88529	94.6235
mm_mul(Dense,Dense,Dense)	Dense	float	7000	7000	0.00630065	7.77697	93.3236
mm_mul(Dense,Dense,Dense)	Dense	float	8000	8000	0.00795174	8.04856	96.5827
mm_mul(Dense,Dense,Dense)	Dense	float	9000	9000	0.0100016	8.09867	97.184
mm_mul(Dense,Dense,Dense)	Dense	float	10000	10000	0.0122861	8.13928	97.6714
mm_mul(Dense,Dense,Dense)	Dense	double	1000	1000	0.000306113	3.26677	78.4024
mm_mul(Dense,Dense,Dense)	Dense	double	2000	2000	0.00102603	3.8985	93.5641
mm_mul(Dense,Dense,Dense)	Dense	double	3000	3000	0.00225329	3.99417	95.86
mm_mul(Dense,Dense,Dense)	Dense	double	4000	4000	0.00406493	3.9361	94.4665
mm_mul(Dense,Dense,Dense)	Dense	double	5000	5000	0.00624211	4.00506	96.1213
mm_mul(Dense,Dense,Dense)	Dense	double	6000	6000	0.00889112	4.04898	97.1756
mm_mul(Dense,Dense,Dense)	Dense	double	7000	7000	0.0120107	4.0797	97.9128
mm_mul(Dense,Dense,Dense)	Dense	double	8000	8000	0.0156303	4.09462	98.2708
mm_mul(Dense,Dense,Dense)	Dense	double	9000	9000	0.0197109	4.10941	98.6259
mm_mul(Dense,Dense,Dense)	Dense	double	10000	10000	0.0242515	4.12346	98.9629
