func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_div(CRS,CRS,CRS)	CRS	float	10000	10000	0.000374739	4.32301	25.9381
mm_div(CRS,CRS,CRS)	CRS	float	20000	20000	0.000684294	4.73481	28.4089
mm_div(CRS,CRS,CRS)	CRS	float	30000	30000	0.000993211	4.89322	29.3593
mm_div(CRS,CRS,CRS)	CRS	float	40000	40000	0.00130782	4.95483	29.729
mm_div(CRS,CRS,CRS)	CRS	float	50000	50000	0.00140624	5.76004	34.5603
mm_div(CRS,CRS,CRS)	CRS	float	60000	60000	0.00156539	6.20932	37.2559
mm_div(CRS,CRS,CRS)	CRS	float	70000	70000	0.00190023	5.96769	35.8062
mm_div(CRS,CRS,CRS)	CRS	float	80000	80000	0.00212601	6.09593	36.5756
mm_div(CRS,CRS,CRS)	CRS	float	90000	90000	0.00238741	6.10704	36.6422
mm_div(CRS,CRS,CRS)	CRS	float	100000	100000	0.0027184	5.95939	35.7563
mm_div(CRS,CRS,CRS)	CRS	double	10000	10000	0.000471691	3.43445	41.2134
mm_div(CRS,CRS,CRS)	CRS	double	20000	20000	0.000875535	3.70059	44.4071
mm_div(CRS,CRS,CRS)	CRS	double	30000	30000	0.0012732	3.81716	45.8059
mm_div(CRS,CRS,CRS)	CRS	double	40000	40000	0.00168218	3.85214	46.2257
mm_div(CRS,CRS,CRS)	CRS	double	50000	50000	0.00221133	3.66296	43.9555
mm_div(CRS,CRS,CRS)	CRS	double	60000	60000	0.00259959	3.73905	44.8686
mm_div(CRS,CRS,CRS)	CRS	double	70000	70000	0.00305018	3.71782	44.6138
mm_div(CRS,CRS,CRS)	CRS	double	80000	80000	0.0034034	3.80796	45.6955
mm_div(CRS,CRS,CRS)	CRS	double	90000	90000	0.00381728	3.81948	45.8337
mm_div(CRS,CRS,CRS)	CRS	double	100000	100000	0.00425586	3.80652	45.6782
