func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_add(Dense,Dense,Dense)	Dense	float	1000	1000	0.000141239	7.08021	84.9625
mm_add(Dense,Dense,Dense)	Dense	float	2000	2000	0.00217394	1.83998	22.0797
mm_add(Dense,Dense,Dense)	Dense	float	3000	3000	0.00480897	1.8715	22.4581
mm_add(Dense,Dense,Dense)	Dense	float	4000	4000	0.00851543	1.87894	22.5473
mm_add(Dense,Dense,Dense)	Dense	float	5000	5000	0.0133589	1.87141	22.4569
mm_add(Dense,Dense,Dense)	Dense	float	6000	6000	0.0197144	1.82608	21.913
mm_add(Dense,Dense,Dense)	Dense	float	7000	7000	0.0268733	1.82337	21.8805
mm_add(Dense,Dense,Dense)	Dense	float	8000	8000	0.0350806	1.82437	21.8925
mm_add(Dense,Dense,Dense)	Dense	float	9000	9000	0.0443957	1.8245	21.894
mm_add(Dense,Dense,Dense)	Dense	float	10000	10000	0.0548121	1.82442	21.893
mm_add(Dense,Dense,Dense)	Dense	double	1000	1000	0.00109097	0.916617	21.9988
mm_add(Dense,Dense,Dense)	Dense	double	2000	2000	0.00428898	0.932623	22.383
mm_add(Dense,Dense,Dense)	Dense	double	3000	3000	0.00965239	0.932411	22.3779
mm_add(Dense,Dense,Dense)	Dense	double	4000	4000	0.0174308	0.917914	22.0299
mm_add(Dense,Dense,Dense)	Dense	double	5000	5000	0.0273973	0.912498	21.9
mm_add(Dense,Dense,Dense)	Dense	double	6000	6000	0.0394675	0.912142	21.8914
mm_add(Dense,Dense,Dense)	Dense	double	7000	7000	0.0536915	0.91262	21.9029
mm_add(Dense,Dense,Dense)	Dense	double	8000	8000	0.0701582	0.912224	21.8934
mm_add(Dense,Dense,Dense)	Dense	double	9000	9000	0.0887507	0.912669	21.9041
mm_add(Dense,Dense,Dense)	Dense	double	10000	10000	0.109141	0.916248	21.99
