func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sin(CRS)	CRS	float	10000	10000	0.000389348	2.0804
m_sin(CRS)	CRS	float	20000	20000	0.000747792	2.16638
m_sin(CRS)	CRS	float	30000	30000	0.00179449	1.35414
m_sin(CRS)	CRS	float	40000	40000	0.00241484	1.3417
m_sin(CRS)	CRS	float	50000	50000	0.00298954	1.35472
m_sin(CRS)	CRS	float	60000	60000	0.00345027	1.40859
m_sin(CRS)	CRS	float	70000	70000	0.00401889	1.41084
m_sin(CRS)	CRS	float	80000	80000	0.004579	1.41516
m_sin(CRS)	CRS	float	90000	90000	0.00511485	1.42526
m_sin(CRS)	CRS	float	100000	100000	0.00568279	1.42536
m_sin(CRS)	CRS	double	10000	10000	0.00113015	0.71672
m_sin(CRS)	CRS	double	20000	20000	0.00226443	0.71541
m_sin(CRS)	CRS	double	30000	30000	0.00337069	0.72092
m_sin(CRS)	CRS	double	40000	40000	0.00449911	0.720142
m_sin(CRS)	CRS	double	50000	50000	0.005574	0.726588
m_sin(CRS)	CRS	double	60000	60000	0.00670764	0.724547
m_sin(CRS)	CRS	double	70000	70000	0.00787107	0.720359
m_sin(CRS)	CRS	double	80000	80000	0.00893555	0.725193
m_sin(CRS)	CRS	double	90000	90000	0.0101235	0.720108
m_sin(CRS)	CRS	double	100000	100000	0.0112356	0.720921
