func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00827152	241.793
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00461238	1463.45
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00884769	1808.38
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0153154	2040.42
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0258012	2092.92
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0412706	2077.75
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0604353	2117.97
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0888034	2052.29
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.121398	2059.33
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0276332	72.3767
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0878917	76.799
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.207562	77.0856
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.403591	77.43
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.678628	79.5724
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.08533	79.008
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.61469	79.2721
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.30439	79.0882
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.1663	78.9566
