func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpyz	float	1000	0.00093247	0.00214484	0.012869	
axpyz	float	10000	0.000963714	0.020753	0.124518	
axpyz	float	100000	0.00126649	0.157917	0.947501	
axpyz	float	1000000	0.00419163	0.477141	2.86285	
axpyz	float	10000000	0.0312378	0.64025	3.8415	
axpyz	float	100000000	0.265889	0.752194	4.51316	
axpyz	double	1000	0.000731483	0.00273417	0.0328101	
axpyz	double	10000	0.000767825	0.0260476	0.312571	
axpyz	double	100000	0.00109263	0.183044	2.19653	
axpyz	double	1000000	0.00407506	0.490791	5.88949	
axpyz	double	10000000	0.0352543	0.567307	6.80768	
axpyz	double	100000000	0.340792	0.586867	7.04241	
