func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
xpay	float	1000	0.000463273	0.00647566	0.0172684	
xpay	float	10000	8.1442e-06	3.6836	9.82294	
xpay	float	100000	1.0026e-05	29.9222	79.7925	
xpay	float	1000000	3.32943e-05	90.1055	240.281	
xpay	float	10000000	0.00764075	3.92631	10.4702	
xpay	float	100000000	0.0276717	10.8414	28.9104	
xpay	double	1000	7.6148e-06	0.39397	2.10117	
xpay	double	10000	7.9648e-06	3.76657	20.0884	
xpay	double	100000	1.11944e-05	26.7991	142.929	
xpay	double	1000000	6.02095e-05	49.826	265.739	
xpay	double	10000000	0.0170629	1.7582	9.37709	
xpay	double	100000000	0.0657763	4.56092	24.3249	
