func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	float	1000	0.000258785	0.0038642	0.0309136	
scal	float	10000	0.000276777	0.0361302	0.289042	
scal	float	100000	0.000274711	0.364019	2.91215	
scal	float	1000000	0.000362422	2.75921	22.0737	
scal	float	10000000	0.00106995	9.34624	74.7699	
scal	float	100000000	0.00873143	11.4529	91.623	
scal	double	1000	0.000277152	0.00360813	0.0577301	
scal	double	10000	0.000284774	0.0351156	0.561849	
scal	double	100000	0.000303717	0.329254	5.26807	
scal	double	1000000	0.000419138	2.38585	38.1736	
scal	double	10000000	0.00192634	5.19119	83.059	
scal	double	100000000	0.0165043	6.05904	96.9447	
