func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	float	1000	2.075e-07	4.81928	19.2771	
asum	float	10000	1.3272e-06	7.53466	30.1386	
asum	float	100000	9.4881e-06	10.5395	42.1581	
asum	float	1000000	1.71902e-05	58.1727	232.691	
asum	float	10000000	0.000289191	34.5793	138.317	
asum	float	100000000	0.00768298	13.0158	52.0631	
asum	double	1000	3.246e-07	3.08071	24.6457	
asum	double	10000	7.726e-06	1.29433	10.3546	
asum	double	100000	1.38752e-05	7.2071	57.6568	
asum	double	1000000	3.35708e-05	29.7878	238.302	
asum	double	10000000	0.00543165	1.84106	14.7285	
asum	double	100000000	0.0346442	2.88648	23.0919	
