func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	float	1000	0.000507301	0.00394243	0.0157697	
dot	float	10000	0.000504139	0.0396716	0.158686	
dot	float	100000	0.000515517	0.38796	1.55184	
dot	float	1000000	0.000584661	3.42079	13.6831	
dot	float	10000000	0.00128937	15.5115	62.046	
dot	float	100000000	0.00835896	23.9264	95.7057	
dot	double	1000	0.00046065	0.00434169	0.0347335	
dot	double	10000	0.000447749	0.0446679	0.357343	
dot	double	100000	0.000464134	0.43091	3.44728	
dot	double	1000000	0.000599815	3.33436	26.6749	
dot	double	10000000	0.00200779	9.96121	79.6896	
dot	double	100000000	0.0159524	12.5373	100.298	
