func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	3.216e-07	6.21891	37.3134	
axpy	float	10000	9.5439e-06	2.09558	12.5735	
axpy	float	100000	1.11681e-05	17.9081	107.449	
axpy	float	1000000	3.38325e-05	59.1148	354.689	
axpy	float	10000000	0.00611708	3.26953	19.6172	
axpy	float	100000000	0.0291348	6.86464	41.1878	
axpy	double	1000	4.427e-07	4.51773	54.2128	
axpy	double	10000	8.4689e-06	2.36158	28.339	
axpy	double	100000	1.20796e-05	16.5568	198.682	
axpy	double	1000000	5.90098e-05	33.8927	406.712	
axpy	double	10000000	0.0141972	1.40873	16.9048	
axpy	double	100000000	0.100152	1.99697	23.9636	
