func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	8.7055e-06	0.11487	0.45948	
sum	float	10000	9.4266e-06	1.06083	4.24331	
sum	float	100000	1.63108e-05	6.13091	24.5236	
sum	float	1000000	8.18728e-05	12.2141	48.8563	
sum	float	10000000	0.000774559	12.9106	51.6423	
sum	float	100000000	0.00817051	12.2391	48.9565	
sum	double	1000	9.3481e-06	0.106974	0.855789	
sum	double	10000	1.0146e-05	0.98561	7.88488	
sum	double	100000	1.76264e-05	5.67331	45.3865	
sum	double	1000000	8.16507e-05	12.2473	97.9783	
sum	double	10000000	0.00148244	6.74564	53.9651	
sum	double	100000000	0.0193053	5.17992	41.4394	
