func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
xpay	float	1000	0.00093224	0.00321806	0.00858148	
xpay	float	10000	0.000970056	0.0309261	0.0824695	
xpay	float	100000	0.00138893	0.215994	0.575984	
xpay	float	1000000	0.00535489	0.560235	1.49396	
xpay	float	10000000	0.0382366	0.784588	2.09224	
xpay	float	100000000	0.388408	0.772384	2.05969	
xpay	double	1000	0.000724342	0.00414169	0.022089	
xpay	double	10000	0.000760865	0.0394288	0.210287	
xpay	double	100000	0.0011738	0.25558	1.36309	
xpay	double	1000000	0.00475003	0.631576	3.3684	
xpay	double	10000000	0.0413033	0.726333	3.87378	
xpay	double	100000000	0.418778	0.71637	3.82064	
