func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpyz	float	1000	7.3665e-06	0.271499	1.629	
axpyz	float	10000	7.3628e-06	2.71636	16.2981	
axpyz	float	100000	9.8195e-06	20.3676	122.206	
axpyz	float	1000000	4.16313e-05	48.0408	288.245	
axpyz	float	10000000	0.00309748	6.45687	38.7412	
axpyz	float	100000000	0.0330623	6.04918	36.2951	
axpyz	double	1000	7.2009e-06	0.277743	3.33292	
axpyz	double	10000	8.5473e-06	2.33992	28.079	
axpyz	double	100000	1.10089e-05	18.1671	218.005	
axpyz	double	1000000	7.4177e-05	26.9625	323.55	
axpyz	double	10000000	0.00921371	2.17068	26.0481	
axpyz	double	100000000	0.0782488	2.55595	30.6714	
