func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
nrm2	float	1000	0.000513044	0.0038983	0.0077966	
nrm2	float	10000	0.000519929	0.0384668	0.0769335	
nrm2	float	100000	0.000515431	0.388025	0.77605	
nrm2	float	1000000	0.000557597	3.58682	7.17364	
nrm2	float	10000000	0.000950998	21.0305	42.0611	
nrm2	float	100000000	0.00465966	42.9215	85.8431	
nrm2	double	1000	0.000497545	0.00401973	0.0160789	
nrm2	double	10000	0.000519865	0.0384715	0.153886	
nrm2	double	100000	0.000526387	0.379949	1.5198	
nrm2	double	1000000	0.00059813	3.34375	13.375	
nrm2	double	10000000	0.00130331	15.3455	61.382	
nrm2	double	100000000	0.00858632	23.2929	93.1715	
