func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	vector	float	1000	1.73433e-07	11.5318	46.1272
dot	vector	float	10000	2.77437e-06	7.20885	28.8354
dot	vector	float	100000	0.00013686	1.46135	5.84539
dot	vector	float	1000000	2.67122e-05	74.8722	299.489
dot	vector	float	10000000	0.00702739	2.84601	11.384
dot	vector	float	100000000	0.0619823	3.22673	12.9069
dot	vector	double	1000	4.27767e-07	4.67545	37.4036
dot	vector	double	10000	7.70493e-06	2.59574	20.7659
dot	vector	double	100000	7.24893e-05	2.75903	22.0722
dot	vector	double	1000000	4.65129e-05	42.9988	343.991
dot	vector	double	10000000	0.0161315	1.23981	9.91845
dot	vector	double	100000000	0.147033	1.36024	10.8819
