func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00467721	427.605
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0130783	516.124
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0311275	514.015
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0725393	430.801
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.103361	522.441
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.167718	511.274
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.237082	539.897
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.336659	541.349
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.466829	535.528
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00911842	219.336
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0277789	242.99
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0646979	247.303
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.119031	262.536
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.205751	262.453
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.31979	268.145
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.474655	269.669
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.668857	272.48
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.91724	272.557
