func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.00441706
convert(COO,CRS)	CRS	float	20000	20000	0.00734535
convert(COO,CRS)	CRS	float	30000	30000	0.0108883
convert(COO,CRS)	CRS	float	40000	40000	0.0130383
convert(COO,CRS)	CRS	float	50000	50000	0.0164643
convert(COO,CRS)	CRS	float	60000	60000	0.0200001
convert(COO,CRS)	CRS	float	70000	70000	0.0230037
convert(COO,CRS)	CRS	float	80000	80000	0.0260605
convert(COO,CRS)	CRS	float	90000	90000	0.024973
convert(COO,CRS)	CRS	float	100000	100000	0.0275693
convert(COO,CRS)	CRS	double	10000	10000	0.00335428
convert(COO,CRS)	CRS	double	20000	20000	0.00650824
convert(COO,CRS)	CRS	double	30000	30000	0.0127669
convert(COO,CRS)	CRS	double	40000	40000	0.0164358
convert(COO,CRS)	CRS	double	50000	50000	0.0178741
convert(COO,CRS)	CRS	double	60000	60000	0.0228656
convert(COO,CRS)	CRS	double	70000	70000	0.0265806
convert(COO,CRS)	CRS	double	80000	80000	0.0297293
convert(COO,CRS)	CRS	double	90000	90000	0.0315051
convert(COO,CRS)	CRS	double	100000	100000	0.0348509
