func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asinh	vector	float	1000	1.22549e-05	0.0816	0.6528
asinh	vector	float	10000	2.11481e-05	0.472856	3.78285
asinh	vector	float	100000	0.000134571	0.743102	5.94482
asinh	vector	float	1000000	0.00127319	0.785428	6.28342
asinh	vector	float	10000000	0.0127675	0.783241	6.26593
asinh	vector	float	100000000	0.127195	0.786193	6.28954
asinh	vector	double	1000	2.47426e-05	0.0404161	0.646658
asinh	vector	double	10000	1.69785e-05	0.58898	9.42368
asinh	vector	double	100000	0.000142915	0.699718	11.1955
asinh	vector	double	1000000	0.00139765	0.715485	11.4478
asinh	vector	double	10000000	0.0140414	0.712178	11.3949
asinh	vector	double	100000000	0.140318	0.712669	11.4027
