func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_floor(Dense)	Dense	float	1000	1000	7.56249e-05	13.2232
m_floor(Dense)	Dense	float	2000	2000	0.00123413	3.24116
m_floor(Dense)	Dense	float	3000	3000	0.0030831	2.91914
m_floor(Dense)	Dense	float	4000	4000	0.00543811	2.9422
m_floor(Dense)	Dense	float	5000	5000	0.00844989	2.95862
m_floor(Dense)	Dense	float	6000	6000	0.0121542	2.96194
m_floor(Dense)	Dense	float	7000	7000	0.0164967	2.97028
m_floor(Dense)	Dense	float	8000	8000	0.0215521	2.96954
m_floor(Dense)	Dense	float	9000	9000	0.0272712	2.97017
m_floor(Dense)	Dense	float	10000	10000	0.0336663	2.97033
m_floor(Dense)	Dense	double	1000	1000	4.07994e-05	24.5102
m_floor(Dense)	Dense	double	2000	2000	0.00273038	1.465
m_floor(Dense)	Dense	double	3000	3000	0.00609466	1.4767
m_floor(Dense)	Dense	double	4000	4000	0.0108111	1.47996
m_floor(Dense)	Dense	double	5000	5000	0.0168139	1.48687
m_floor(Dense)	Dense	double	6000	6000	0.0241891	1.48827
m_floor(Dense)	Dense	double	7000	7000	0.0329071	1.48904
m_floor(Dense)	Dense	double	8000	8000	0.0429561	1.48989
m_floor(Dense)	Dense	double	9000	9000	0.0543817	1.48947
m_floor(Dense)	Dense	double	10000	10000	0.0671352	1.48953
