func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00825038	242.413
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0262015	257.619
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0619942	258.089
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.120073	260.259
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.207495	260.248
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.334736	256.172
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.484048	264.436
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.706621	257.918
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.957032	261.224
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0314959	63.5003
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.107205	62.9637
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.260739	61.3641
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.510678	61.1931
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.890896	60.6131
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.39459	61.4877
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	2.09988	60.9558
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	3.01251	60.4977
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	4.15235	60.2069
