func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00114172
convert(COO,Dense)	Dense	float	2000	2000	0.00383612
convert(COO,Dense)	Dense	float	3000	3000	0.0101619
convert(COO,Dense)	Dense	float	4000	4000	0.0170854
convert(COO,Dense)	Dense	float	5000	5000	0.0250637
convert(COO,Dense)	Dense	float	6000	6000	0.0348651
convert(COO,Dense)	Dense	float	7000	7000	0.0463237
convert(COO,Dense)	Dense	float	8000	8000	0.0591117
convert(COO,Dense)	Dense	float	9000	9000	0.0736327
convert(COO,Dense)	Dense	float	10000	10000	0.0892888
convert(COO,Dense)	Dense	double	1000	1000	0.00164365
convert(COO,Dense)	Dense	double	2000	2000	0.00697129
convert(COO,Dense)	Dense	double	3000	3000	0.0173279
convert(COO,Dense)	Dense	double	4000	4000	0.0296533
convert(COO,Dense)	Dense	double	5000	5000	0.0447805
convert(COO,Dense)	Dense	double	6000	6000	0.0631851
convert(COO,Dense)	Dense	double	7000	7000	0.0850265
convert(COO,Dense)	Dense	double	8000	8000	0.109885
convert(COO,Dense)	Dense	double	9000	9000	0.137837
convert(COO,Dense)	Dense	double	10000	10000	0.197699
