func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00832547	240.227
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00467103	1445.08
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00905805	1766.39
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0155103	2014.79
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0255092	2116.88
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0409599	2093.51
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0601136	2129.3
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0883181	2063.56
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.121885	2051.11
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0276073	72.4445
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0879102	76.7829
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.207622	77.063
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.403736	77.4021
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.67868	79.5662
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.0854	79.0029
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.61486	79.2638
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.30465	79.0791
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.16673	78.9457
