func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vecadd	vector	float	1000	2.74477e-06	0.36433	4.37196
vecadd	vector	float	10000	2.64233e-06	3.78453	45.4144
vecadd	vector	float	100000	4.9378e-06	20.2519	243.023
vecadd	vector	float	1000000	0.000153789	6.50242	78.0291
vecadd	vector	float	10000000	0.00534901	1.8695	22.434
vecadd	vector	float	100000000	0.0531849	1.88023	22.5628
vecadd	vector	double	1000	2.28613e-06	0.43742	10.4981
vecadd	vector	double	10000	2.51663e-06	3.97356	95.3655
vecadd	vector	double	100000	5.72003e-06	17.4824	419.578
vecadd	vector	double	1000000	0.00108542	0.921307	22.1114
vecadd	vector	double	10000000	0.0106465	0.939276	22.5426
vecadd	vector	double	100000000	0.108241	0.923867	22.1728
