func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sinh(CRS)	CRS	float	10000	10000	0.000972775	0.83267
m_sinh(CRS)	CRS	float	20000	20000	0.00178841	0.905831
m_sinh(CRS)	CRS	float	30000	30000	0.00285884	0.849995
m_sinh(CRS)	CRS	float	40000	40000	0.00385152	0.841227
m_sinh(CRS)	CRS	float	50000	50000	0.00474403	0.853705
m_sinh(CRS)	CRS	float	60000	60000	0.00564262	0.861303
m_sinh(CRS)	CRS	float	70000	70000	0.00652811	0.868551
m_sinh(CRS)	CRS	float	80000	80000	0.00742352	0.872901
m_sinh(CRS)	CRS	float	90000	90000	0.00834408	0.873673
m_sinh(CRS)	CRS	float	100000	100000	0.00925479	0.875222
m_sinh(CRS)	CRS	double	10000	10000	0.00111699	0.725163
m_sinh(CRS)	CRS	double	20000	20000	0.00273884	0.591492
m_sinh(CRS)	CRS	double	30000	30000	0.0040698	0.597081
m_sinh(CRS)	CRS	double	40000	40000	0.0053527	0.605302
m_sinh(CRS)	CRS	double	50000	50000	0.00671439	0.603182
m_sinh(CRS)	CRS	double	60000	60000	0.00795824	0.610688
m_sinh(CRS)	CRS	double	70000	70000	0.00928249	0.610827
m_sinh(CRS)	CRS	double	80000	80000	0.0106025	0.611178
m_sinh(CRS)	CRS	double	90000	90000	0.0119356	0.610776
m_sinh(CRS)	CRS	double	100000	100000	0.0132083	0.613251
