func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_reciprocal(Dense)	Dense	float	1000	1000	0.000116922	8.55272
m_reciprocal(Dense)	Dense	float	2000	2000	0.00123709	3.2334
m_reciprocal(Dense)	Dense	float	3000	3000	0.00307641	2.92549
m_reciprocal(Dense)	Dense	float	4000	4000	0.00544951	2.93604
m_reciprocal(Dense)	Dense	float	5000	5000	0.00846605	2.95297
m_reciprocal(Dense)	Dense	float	6000	6000	0.0121682	2.95854
m_reciprocal(Dense)	Dense	float	7000	7000	0.016536	2.96322
m_reciprocal(Dense)	Dense	float	8000	8000	0.0216264	2.95935
m_reciprocal(Dense)	Dense	float	9000	9000	0.0273328	2.96347
m_reciprocal(Dense)	Dense	float	10000	10000	0.0337294	2.96477
m_reciprocal(Dense)	Dense	double	1000	1000	0.000148099	6.75223
m_reciprocal(Dense)	Dense	double	2000	2000	0.00271777	1.4718
m_reciprocal(Dense)	Dense	double	3000	3000	0.0062011	1.45136
m_reciprocal(Dense)	Dense	double	4000	4000	0.0107781	1.48449
m_reciprocal(Dense)	Dense	double	5000	5000	0.0167771	1.49013
m_reciprocal(Dense)	Dense	double	6000	6000	0.0241594	1.49011
m_reciprocal(Dense)	Dense	double	7000	7000	0.032846	1.49181
m_reciprocal(Dense)	Dense	double	8000	8000	0.0429501	1.4901
m_reciprocal(Dense)	Dense	double	9000	9000	0.0543179	1.49122
m_reciprocal(Dense)	Dense	double	10000	10000	0.0670885	1.49057
