func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_sub	float	1000	1.82852e-05	0.109378	0.437512	
sv_sub	float	10000	2.43744e-05	0.820533	3.28213	
sv_sub	float	100000	0.000114794	1.74225	6.96898	
sv_sub	float	1000000	0.000853474	2.34336	9.37346	
sv_sub	float	10000000	0.0257491	0.776726	3.1069	
sv_sub	float	100000000	0.240631	0.831149	3.3246	
sv_sub	double	1000	0.00422056	0.00047387	0.00379096	
sv_sub	double	10000	3.55403e-05	0.562741	4.50193	
sv_sub	double	100000	0.000152107	1.31486	10.5189	
sv_sub	double	1000000	0.00155686	1.28464	10.2771	
sv_sub	double	10000000	0.0559197	0.357656	2.86124	
sv_sub	double	100000000	0.43388	0.460957	3.68765	
