func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_add	float	1000	1.69267e-05	0.118157	0.472626	
sv_add	float	10000	2.49359e-05	0.802056	3.20823	
sv_add	float	100000	0.000124424	1.6074	6.42961	
sv_add	float	1000000	0.000851612	2.34849	9.39395	
sv_add	float	10000000	0.0264231	0.756913	3.02765	
sv_add	float	100000000	0.242516	0.824689	3.29875	
sv_add	double	1000	1.76246e-05	0.113478	0.907822	
sv_add	double	10000	3.38301e-05	0.59119	4.72952	
sv_add	double	100000	0.000142215	1.40632	11.2505	
sv_add	double	1000000	0.00160118	1.24908	9.99262	
sv_add	double	10000000	0.0564652	0.3542	2.8336	
sv_add	double	100000000	0.38634	0.517678	4.14143	
