func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	0.00093596	0.00106842	0.00427369	
sum	float	10000	0.000946057	0.0105702	0.0422808	
sum	float	100000	0.00103415	0.0966977	0.386791	
sum	float	1000000	0.00194793	0.513366	2.05346	
sum	float	10000000	0.0110628	0.903927	3.61571	
sum	float	100000000	0.0832075	1.20182	4.80726	
sum	double	1000	0.000727227	0.00137509	0.0110007	
sum	double	10000	0.00073876	0.0135362	0.10829	
sum	double	100000	0.00085411	0.117081	0.936648	
sum	double	1000000	0.00197934	0.50522	4.04176	
sum	double	10000000	0.0131817	0.758626	6.06901	
sum	double	100000000	0.126158	0.792658	6.34126	
