func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	float	1000	0.000501571	0.00398747	0.0159499	
dot	float	10000	0.000513085	0.0389799	0.15592	
dot	float	100000	0.000514718	0.388562	1.55425	
dot	float	1000000	0.00058986	3.39064	13.5625	
dot	float	10000000	0.00128791	15.5291	62.1163	
dot	float	100000000	0.00825024	24.2417	96.9668	
dot	double	1000	0.000461192	0.00433658	0.0346927	
dot	double	10000	0.000472275	0.0423482	0.338786	
dot	double	100000	0.000462533	0.432402	3.45921	
dot	double	1000000	0.000614021	3.25722	26.0578	
dot	double	10000000	0.00199861	10.007	80.0556	
dot	double	100000000	0.0159636	12.5285	100.228	
