func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
xpay	float	1000	0.000931791	0.0032196	0.00858561	
xpay	float	10000	0.00097543	0.0307557	0.0820151	
xpay	float	100000	0.00139367	0.215259	0.574024	
xpay	float	1000000	0.00535338	0.560394	1.49438	
xpay	float	10000000	0.0379375	0.790775	2.10873	
xpay	float	100000000	0.38936	0.770495	2.05465	
xpay	double	1000	0.000725308	0.00413618	0.0220596	
xpay	double	10000	0.00075983	0.0394825	0.210574	
xpay	double	100000	0.00116903	0.256622	1.36865	
xpay	double	1000000	0.00478082	0.627507	3.34671	
xpay	double	10000000	0.0413807	0.724975	3.86653	
xpay	double	100000000	0.419248	0.715567	3.81636	
