func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	float	1000	2.305e-07	4.33839	17.3536	
asum	float	10000	1.3378e-06	7.47496	29.8998	
asum	float	100000	8.3145e-06	12.0272	48.1087	
asum	float	1000000	1.77524e-05	56.3304	225.322	
asum	float	10000000	0.000250005	39.9992	159.997	
asum	float	100000000	0.00740862	13.4978	53.9912	
asum	double	1000	3.035e-07	3.29489	26.3591	
asum	double	10000	7.609e-06	1.31423	10.5139	
asum	double	100000	9.441e-06	10.5921	84.7368	
asum	double	1000000	3.26211e-05	30.655	245.24	
asum	double	10000000	0.00155941	6.41268	51.3014	
asum	double	100000000	0.0154763	6.4615	51.692	
