func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	9.1064e-06	0.109813	0.439252	
sum	float	10000	9.8337e-06	1.01691	4.06764	
sum	float	100000	1.55615e-05	6.42612	25.7045	
sum	float	1000000	8.15078e-05	12.2688	49.0751	
sum	float	10000000	0.000785092	12.7374	50.9494	
sum	float	100000000	0.0148001	6.75672	27.0269	
sum	double	1000	8.9697e-06	0.111486	0.891892	
sum	double	10000	9.5211e-06	1.0503	8.40239	
sum	double	100000	1.60392e-05	6.23472	49.8778	
sum	double	1000000	8.17501e-05	12.2324	97.8592	
sum	double	10000000	0.00721942	1.38515	11.0812	
sum	double	100000000	0.0188929	5.29301	42.344	
