func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
nrm2	float	1000	0.000515231	0.00388175	0.00776351	
nrm2	float	10000	0.000514647	0.0388616	0.0777231	
nrm2	float	100000	0.000523104	0.382333	0.764666	
nrm2	float	1000000	0.000561213	3.56371	7.12742	
nrm2	float	10000000	0.000950524	21.041	42.0821	
nrm2	float	100000000	0.00502288	39.8178	79.6355	
nrm2	double	1000	0.000506479	0.00394883	0.0157953	
nrm2	double	10000	0.000524088	0.0381616	0.152646	
nrm2	double	100000	0.000532658	0.375475	1.5019	
nrm2	double	1000000	0.000605414	3.30353	13.2141	
nrm2	double	10000000	0.0013361	14.969	59.876	
nrm2	double	100000000	0.00858848	23.287	93.1481	
