func	prec	M	N	time[sec]	perf[GFLOPS] 
matvec(CRS)	float	1000	1000	5.83012e-05	2.77867	
matvec(CRS)	float	10000	10000	0.000189222	8.56139	
matvec(CRS)	float	100000	100000	0.00957233	1.69238	
matvec(CRS)	float	1000000	1000000	0.107324	1.50945	
matvec(CRS)	double	1000	1000	2.77801e-05	5.83151	
matvec(CRS)	double	10000	10000	0.000225922	7.17061	
matvec(CRS)	double	100000	100000	0.0153436	1.05582	
matvec(CRS)	double	1000000	1000000	0.146827	1.10334	
