func	prec	M	N	time[sec]	perf[GFLOPS] 
mscal(Dense)	float	1000	1000	0.000193176	5.17662	41.4129	
mscal(Dense)	float	2000	2000	9.87652e-05	40.5001	324.001	
mscal(Dense)	float	3000	3000	0.000232537	38.7035	309.628	
mscal(Dense)	float	4000	4000	0.00596913	2.68046	21.4436	
mscal(Dense)	float	5000	5000	0.0120003	2.08327	16.6662	
mscal(Dense)	float	6000	6000	0.0177078	2.033	16.264	
mscal(Dense)	float	7000	7000	0.0243525	2.01211	16.0969	
mscal(Dense)	float	8000	8000	0.032267	1.98345	15.8676	
mscal(Dense)	float	9000	9000	0.0410247	1.97442	15.7954	
mscal(Dense)	float	10000	10000	0.0499611	2.00156	16.0124	
mscal(Dense)	double	1000	1000	4.99835e-05	20.0066	320.106	
mscal(Dense)	double	2000	2000	0.000191161	20.9247	334.796	
mscal(Dense)	double	3000	3000	0.00734477	1.22536	19.6058	
mscal(Dense)	double	4000	4000	0.0156986	1.0192	16.3072	
mscal(Dense)	double	5000	5000	0.024892	1.00434	16.0694	
mscal(Dense)	double	6000	6000	0.0366307	0.982781	15.7245	
mscal(Dense)	double	7000	7000	0.0446138	1.09832	17.573	
mscal(Dense)	double	8000	8000	0.0397997	1.60805	25.7288	
mscal(Dense)	double	9000	9000	0.0679113	1.19273	19.0837	
mscal(Dense)	double	10000	10000	0.0983777	1.01649	16.2638	
