func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.000227352	0.00439847	0.0351877	
tanh	float	10000	5.48223e-05	0.182408	1.45926	
tanh	float	100000	0.000155366	0.64364	5.14912	
tanh	float	1000000	0.00122808	0.814276	6.51421	
tanh	float	10000000	0.0111148	0.899699	7.19759	
tanh	float	100000000	0.110022	0.908912	7.2713	
tanh	double	1000	1.23616e-05	0.0808957	1.29433	
tanh	double	10000	2.85693e-05	0.350026	5.60042	
tanh	double	100000	0.000257015	0.389083	6.22533	
tanh	double	1000000	0.00195348	0.511907	8.19051	
tanh	double	10000000	0.0186827	0.535255	8.56408	
tanh	double	100000000	0.185306	0.539648	8.63438	
