func	prec	M	N	time[sec]	perf[GFLOPS] 
mscal(Dense)	float	1000	1000	0.00228966	0.436745	3.49396	
mscal(Dense)	float	2000	2000	0.00603415	0.662894	5.30315	
mscal(Dense)	float	3000	3000	0.012069	0.745711	5.96569	
mscal(Dense)	float	4000	4000	0.0188581	0.848441	6.78753	
mscal(Dense)	float	5000	5000	0.0267765	0.933656	7.46925	
mscal(Dense)	float	6000	6000	0.0383815	0.937951	7.50361	
mscal(Dense)	float	7000	7000	0.0514424	0.952521	7.62017	
mscal(Dense)	float	8000	8000	0.0671603	0.952944	7.62355	
mscal(Dense)	float	9000	9000	0.0857679	0.94441	7.55528	
mscal(Dense)	float	10000	10000	0.104607	0.955957	7.64766	
mscal(Dense)	double	1000	1000	0.00214061	0.467157	7.47451	
mscal(Dense)	double	2000	2000	0.00615298	0.650091	10.4015	
mscal(Dense)	double	3000	3000	0.0128855	0.698458	11.1753	
mscal(Dense)	double	4000	4000	0.0222145	0.720252	11.524	
mscal(Dense)	double	5000	5000	0.0343926	0.7269	11.6304	
mscal(Dense)	double	6000	6000	0.0492225	0.731373	11.702	
mscal(Dense)	double	7000	7000	0.0663444	0.73857	11.8171	
mscal(Dense)	double	8000	8000	0.0864279	0.740502	11.848	
mscal(Dense)	double	9000	9000	0.110109	0.735631	11.7701	
