func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
nrm2	float	1000	3.709e-07	5.39229	10.7846	
nrm2	float	10000	2.072e-06	9.65251	19.305	
nrm2	float	100000	9.1327e-06	21.8993	43.7987	
nrm2	float	1000000	2.64622e-05	75.5795	151.159	
nrm2	float	10000000	0.000210304	95.1004	190.201	
nrm2	float	100000000	0.00857092	23.3347	46.6694	
nrm2	double	1000	4.786e-07	4.17885	16.7154	
nrm2	double	10000	6.6504e-06	3.00734	12.0294	
nrm2	double	100000	0.000264893	0.755023	3.02009	
nrm2	double	1000000	3.27274e-05	61.1109	244.443	
nrm2	double	10000000	0.0072467	2.75988	11.0395	
nrm2	double	100000000	0.0205346	9.73964	38.9586	
