func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
v_minus	float	1000	1.15416e-05	0.0866431	0.693145	
v_minus	float	10000	1.88807e-05	0.529641	4.23713	
v_minus	float	100000	0.00014191	0.70467	5.63736	
v_minus	float	1000000	0.001135	0.881057	7.04846	
v_minus	float	10000000	0.0303274	0.329735	2.63788	
v_minus	float	100000000	0.270131	0.370191	2.96153	
v_minus	double	1000	9.2962e-06	0.107571	1.72113	
v_minus	double	10000	3.46366e-05	0.288712	4.61939	
v_minus	double	100000	0.000247768	0.403604	6.45766	
v_minus	double	1000000	0.00228935	0.436804	6.98887	
v_minus	double	10000000	0.0587909	0.170094	2.72151	
v_minus	double	100000000	0.548477	0.182323	2.91717	
