func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	float	1000	2.661e-07	7.51597	30.0639	
dot	float	10000	3.3695e-06	5.9356	23.7424	
dot	float	100000	1.02311e-05	19.5482	78.193	
dot	float	1000000	2.73781e-05	73.0511	292.204	
dot	float	10000000	0.00703533	2.8428	11.3712	
dot	float	100000000	0.0149962	13.3367	53.3467	
dot	double	1000	8.109e-07	2.4664	19.7312	
dot	double	10000	7.5046e-06	2.66503	21.3203	
dot	double	100000	1.0296e-05	19.425	155.4	
dot	double	1000000	4.73114e-05	42.2731	338.185	
dot	double	10000000	0.00404781	4.94095	39.5276	
dot	double	100000000	0.032845	6.08921	48.7137	
