func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	0.000484426	0.00412859	0.0247716	
axpy	float	10000	0.0005026	0.0397931	0.238759	
axpy	float	100000	0.000494003	0.404856	2.42914	
axpy	float	1000000	0.00060505	3.30551	19.8331	
axpy	float	10000000	0.00168722	11.8538	71.1229	
axpy	float	100000000	0.0124795	16.0263	96.158	
axpy	double	1000	0.000434765	0.00460019	0.0552023	
axpy	double	10000	0.000451014	0.0443446	0.532135	
axpy	double	100000	0.000446054	0.448376	5.38051	
axpy	double	1000000	0.000659436	3.03289	36.3947	
axpy	double	10000000	0.00282806	7.07198	84.8637	
axpy	double	100000000	0.0244168	8.19108	98.293	
