func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpyz	float	1000	0.000929746	0.00215113	0.0129068	
axpyz	float	10000	0.000958094	0.0208748	0.125249	
axpyz	float	100000	0.00126809	0.157718	0.946308	
axpyz	float	1000000	0.00419254	0.477038	2.86223	
axpyz	float	10000000	0.0313555	0.637847	3.82708	
axpyz	float	100000000	0.26592	0.752105	4.51263	
axpyz	double	1000	0.000732606	0.00272998	0.0327598	
axpyz	double	10000	0.000763083	0.0262095	0.314514	
axpyz	double	100000	0.00108891	0.183669	2.20403	
axpyz	double	1000000	0.00406638	0.491838	5.90205	
axpyz	double	10000000	0.0351131	0.569587	6.83505	
axpyz	double	100000000	0.340774	0.5869	7.0428	
