func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	float	1000	0.000497874	0.00200854	0.00803416	
asum	float	10000	0.000509291	0.0196351	0.0785406	
asum	float	100000	0.00051272	0.195038	0.780154	
asum	float	1000000	0.000543101	1.84128	7.36511	
asum	float	10000000	0.000930811	10.7433	42.9733	
asum	float	100000000	0.00459121	21.7808	87.1231	
asum	double	1000	0.000463674	0.00215669	0.0172535	
asum	double	10000	0.000467673	0.0213824	0.17106	
asum	double	100000	0.000466008	0.214589	1.71671	
asum	double	1000000	0.000533031	1.87606	15.0085	
asum	double	10000000	0.00122977	8.13157	65.0526	
asum	double	100000000	0.00825231	12.1178	96.9426	
