func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	2.0003e-06	0.499925	1.9997	
sum	float	10000	3.7846e-06	2.64229	10.5691	
sum	float	100000	2.43141e-05	4.11284	16.4514	
sum	float	1000000	0.000231648	4.3169	17.2676	
sum	float	10000000	0.00257388	3.88519	15.5407	
sum	float	100000000	0.0256877	3.89291	15.5717	
sum	double	1000	1.7477e-06	0.572181	4.57744	
sum	double	10000	3.81e-06	2.62467	20.9974	
sum	double	100000	2.43528e-05	4.1063	32.8504	
sum	double	1000000	0.000259662	3.85115	30.8092	
sum	double	10000000	0.0046199	2.16455	17.3164	
sum	double	100000000	0.0461301	2.16778	17.3423	
