func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	float	1000	2.075e-07	4.81928	38.5542	
scal	float	10000	1.3709e-06	7.29448	58.3558	
scal	float	100000	5.8619e-06	17.0593	136.475	
scal	float	1000000	5.13721e-05	19.4658	155.727	
scal	float	10000000	0.00439933	2.27307	18.1846	
scal	float	100000000	0.0440435	2.27048	18.1638	
scal	double	1000	2.241e-07	4.46229	71.3967	
scal	double	10000	2.4937e-06	4.01011	64.1617	
scal	double	100000	9.0357e-06	11.0672	177.075	
scal	double	1000000	0.000294048	3.4008	54.4128	
scal	double	10000000	0.00881662	1.13422	18.1475	
scal	double	100000000	0.0880868	1.13524	18.1639	
