func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	float	1000	0.000251603	0.00397452	0.0317961	
scal	float	10000	0.000291388	0.0343185	0.274548	
scal	float	100000	0.000317353	0.315106	2.52085	
scal	float	1000000	0.000364201	2.74573	21.9659	
scal	float	10000000	0.0010718	9.33007	74.6406	
scal	float	100000000	0.00853507	11.7164	93.731	
scal	double	1000	0.000278145	0.00359525	0.057524	
scal	double	10000	0.000276467	0.0361707	0.578732	
scal	double	100000	0.000311025	0.321517	5.14427	
scal	double	1000000	0.000412637	2.42344	38.775	
scal	double	10000000	0.00192819	5.1862	82.9792	
scal	double	100000000	0.0165028	6.05959	96.9535	
