func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	0.0009373	0.00106689	0.00426758	
sum	float	10000	0.000951584	0.0105088	0.0420352	
sum	float	100000	0.0010351	0.0966092	0.386437	
sum	float	1000000	0.00194035	0.51537	2.06148	
sum	float	10000000	0.0109463	0.91355	3.6542	
sum	float	100000000	0.082488	1.2123	4.84919	
sum	double	1000	0.000724234	0.00138077	0.0110462	
sum	double	10000	0.000735093	0.0136037	0.10883	
sum	double	100000	0.000853343	0.117186	0.937489	
sum	double	1000000	0.0019805	0.504924	4.03939	
sum	double	10000000	0.0131506	0.760422	6.08338	
sum	double	100000000	0.12538	0.797574	6.38059	
