func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
nrm2	float	1000	2.895e-07	6.90846	13.8169	
nrm2	float	10000	1.7145e-06	11.6652	23.3304	
nrm2	float	100000	7.389e-06	27.0673	54.1345	
nrm2	float	1000000	5.16739e-05	38.7043	77.4085	
nrm2	float	10000000	0.00228414	8.75602	17.512	
nrm2	float	100000000	0.0227808	8.77931	17.5586	
nrm2	double	1000	3.747e-07	5.3376	21.3504	
nrm2	double	10000	3.0162e-06	6.63086	26.5234	
nrm2	double	100000	9.4062e-06	21.2626	85.0503	
nrm2	double	1000000	0.000152706	13.097	52.3881	
nrm2	double	10000000	0.00457067	4.37572	17.5029	
nrm2	double	100000000	0.0455619	4.38963	17.5585	
