func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
xpay	float	1000	1.6121e-06	1.86093	4.96247	
xpay	float	10000	2.2252e-06	13.4819	35.9518	
xpay	float	100000	7.246e-06	41.4022	110.406	
xpay	float	1000000	0.000203693	14.7281	39.2748	
xpay	float	10000000	0.00686849	4.36777	11.6474	
xpay	float	100000000	0.0687616	4.3629	11.6344	
xpay	double	1000	1.821e-06	1.64745	8.78638	
xpay	double	10000	2.9054e-06	10.3256	55.0699	
xpay	double	100000	1.51674e-05	19.7793	105.489	
xpay	double	1000000	0.00135064	2.22117	11.8462	
xpay	double	10000000	0.0137815	2.17683	11.6098	
xpay	double	100000000	0.137957	2.17459	11.5978	
