func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	2.362e-07	8.4674	50.8044	
axpy	float	10000	2.5374e-06	7.88208	47.2925	
axpy	float	100000	7.4721e-06	26.7662	160.597	
axpy	float	1000000	0.000224196	8.92076	53.5245	
axpy	float	10000000	0.00687778	2.90791	17.4475	
axpy	float	100000000	0.068823	2.906	17.436	
axpy	double	1000	5.394e-07	3.70782	44.4939	
axpy	double	10000	2.8579e-06	6.99815	83.9777	
axpy	double	100000	1.45972e-05	13.7013	164.415	
axpy	double	1000000	0.00134868	1.48293	17.7951	
axpy	double	10000000	0.0138019	1.44907	17.3889	
axpy	double	100000000	0.138125	1.44796	17.3756	
