func	prec	M	N	K	time[sec]	perf[GFLOPS] 
matmul(Dense,Dense,Dense)	float	1000	1000	1000	0.0058694	340.75	
matmul(Dense,Dense,Dense)	float	2000	2000	2000	0.0312417	512.136	
matmul(Dense,Dense,Dense)	float	3000	3000	3000	0.104187	518.3	
matmul(Dense,Dense,Dense)	float	4000	4000	4000	0.23898	535.61	
matmul(Dense,Dense,Dense)	float	5000	5000	5000	0.450538	554.892	
matmul(Dense,Dense,Dense)	double	1000	1000	1000	0.00935	213.904	
matmul(Dense,Dense,Dense)	double	2000	2000	2000	0.063911	250.348	
matmul(Dense,Dense,Dense)	double	3000	3000	3000	0.199954	270.062	
matmul(Dense,Dense,Dense)	double	4000	4000	4000	0.455087	281.265	
matmul(Dense,Dense,Dense)	double	5000	5000	5000	0.873003	286.368	
