func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	8.7352e-06	0.114479	0.457917	
sum	float	10000	9.1225e-06	1.09619	4.38476	
sum	float	100000	1.90586e-05	5.24698	20.9879	
sum	float	1000000	8.17309e-05	12.2353	48.9411	
sum	float	10000000	0.000776951	12.8708	51.4833	
sum	float	100000000	0.00824276	12.1319	48.5274	
sum	double	1000	8.8074e-06	0.113541	0.908327	
sum	double	10000	1.18028e-05	0.847257	6.77805	
sum	double	100000	1.58779e-05	6.29806	50.3845	
sum	double	1000000	8.06729e-05	12.3957	99.1659	
sum	double	10000000	0.00508192	1.96776	15.7421	
sum	double	100000000	0.0470136	2.12705	17.0164	
