func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	3.155e-07	6.33914	38.0349	
axpy	float	10000	1.03133e-05	1.93924	11.6355	
axpy	float	100000	1.02225e-05	19.5647	117.388	
axpy	float	1000000	3.34723e-05	59.7509	358.505	
axpy	float	10000000	0.00795761	2.51332	15.0799	
axpy	float	100000000	0.0357465	5.59496	33.5698	
axpy	double	1000	5.948e-07	3.36247	40.3497	
axpy	double	10000	7.9975e-06	2.50078	30.0094	
axpy	double	100000	1.17849e-05	16.9709	203.65	
axpy	double	1000000	5.96525e-05	33.5275	402.33	
axpy	double	10000000	0.010431	1.91737	23.0084	
axpy	double	100000000	0.0764455	2.61624	31.3949	
