func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
xpay	float	1000	7.7144e-06	0.388883	1.03702	
xpay	float	10000	7.4696e-06	4.01628	10.7101	
xpay	float	100000	1.09427e-05	27.4155	73.1081	
xpay	float	1000000	3.34406e-05	89.7113	239.23	
xpay	float	10000000	0.00625389	4.79701	12.792	
xpay	float	100000000	0.0376467	7.96884	21.2502	
xpay	double	1000	7.2981e-06	0.411066	2.19235	
xpay	double	10000	8.0937e-06	3.70659	19.7685	
xpay	double	100000	1.08193e-05	27.7282	147.884	
xpay	double	1000000	6.12351e-05	48.9915	261.288	
xpay	double	10000000	0.00443556	6.76353	36.0721	
xpay	double	100000000	0.0575005	5.21734	27.8258	
