func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	float	1000	2.36e-07	8.47458	33.8983	
dot	float	10000	9.0661e-06	2.20602	8.82408	
dot	float	100000	9.864e-06	20.2758	81.103	
dot	float	1000000	2.89152e-05	69.1678	276.671	
dot	float	10000000	0.00797609	2.50749	10.03	
dot	float	100000000	0.0204646	9.77297	39.0919	
dot	double	1000	4.671e-07	4.28174	34.2539	
dot	double	10000	9.3906e-06	2.12979	17.0383	
dot	double	100000	1.05375e-05	18.9798	151.839	
dot	double	1000000	4.68037e-05	42.7317	341.853	
dot	double	10000000	0.00749232	2.6694	21.3552	
dot	double	100000000	0.0306855	6.51774	52.1419	
