func	prec	M	N	time[sec]	perf[GFLOPS] 
m_tanh(CRS)	float	1000	1000	0.00261666	0.0309555	
m_tanh(CRS)	float	10000	10000	0.00044032	1.83957	
m_tanh(CRS)	float	100000	100000	0.00496039	1.63293	
m_tanh(CRS)	float	1000000	1000000	0.0607646	1.33301	
m_tanh(CRS)	double	1000	1000	9.59186e-05	0.844466	
m_tanh(CRS)	double	10000	10000	0.000738581	1.0967	
m_tanh(CRS)	double	100000	100000	0.0121884	0.664565	
m_tanh(CRS)	double	1000000	1000000	0.128352	0.631077	
