func	prec	M	N	time[sec]	perf[GFLOPS] 
mscal(Dense)	float	1000	1000	0.00228676	0.4373	3.4984	
mscal(Dense)	float	2000	2000	0.00603447	0.662858	5.30286	
mscal(Dense)	float	3000	3000	0.0120634	0.746061	5.96849	
mscal(Dense)	float	4000	4000	0.0189599	0.843886	6.75109	
mscal(Dense)	float	5000	5000	0.0268385	0.931498	7.45198	
mscal(Dense)	float	6000	6000	0.038503	0.934992	7.47994	
mscal(Dense)	float	7000	7000	0.0514964	0.951523	7.61218	
mscal(Dense)	float	8000	8000	0.0674758	0.948489	7.58791	
mscal(Dense)	float	9000	9000	0.0859587	0.942313	7.53851	
mscal(Dense)	float	10000	10000	0.105066	0.951785	7.61428	
mscal(Dense)	double	1000	1000	0.002154	0.464252	7.42802	
mscal(Dense)	double	2000	2000	0.00616245	0.649093	10.3855	
mscal(Dense)	double	3000	3000	0.0129219	0.69649	11.1438	
mscal(Dense)	double	4000	4000	0.0222475	0.719182	11.5069	
mscal(Dense)	double	5000	5000	0.0344797	0.725065	11.601	
mscal(Dense)	double	6000	6000	0.0493405	0.729623	11.674	
mscal(Dense)	double	7000	7000	0.0665032	0.736807	11.7889	
mscal(Dense)	double	8000	8000	0.0866425	0.738667	11.8187	
mscal(Dense)	double	9000	9000	0.110351	0.734022	11.7444	
