func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpyz	float	1000	8.032e-06	0.249004	1.49402	
axpyz	float	10000	7.7293e-06	2.58756	15.5253	
axpyz	float	100000	9.713e-06	20.591	123.546	
axpyz	float	1000000	4.25396e-05	47.015	282.09	
axpyz	float	10000000	0.00303302	6.59408	39.5645	
axpyz	float	100000000	0.0451089	4.43371	26.6023	
axpyz	double	1000	7.2533e-06	0.275737	3.30884	
axpyz	double	10000	7.3681e-06	2.7144	32.5728	
axpyz	double	100000	1.15033e-05	17.3863	208.636	
axpyz	double	1000000	7.42628e-05	26.9314	323.177	
axpyz	double	10000000	0.025844	0.773874	9.28649	
axpyz	double	100000000	0.0650546	3.07434	36.8921	
