func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	0.000504655	0.0039631	0.0237786	
axpy	float	10000	0.00049507	0.0403983	0.24239	
axpy	float	100000	0.00050216	0.398279	2.38968	
axpy	float	1000000	0.000603153	3.31591	19.8954	
axpy	float	10000000	0.00170509	11.7296	70.3775	
axpy	float	100000000	0.0126854	15.7661	94.5968	
axpy	double	1000	0.000446256	0.00448173	0.0537808	
axpy	double	10000	0.000449195	0.0445241	0.534289	
axpy	double	100000	0.000457054	0.437585	5.25102	
axpy	double	1000000	0.000661985	3.02122	36.2546	
axpy	double	10000000	0.00282769	7.0729	84.8748	
axpy	double	100000000	0.0244115	8.19287	98.3144	
